"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"caba104.csv",24.3428168150703,37.2976546485874,24.1817245086083,7.97723464493965,2.22026263149083,0.906074879158246,0.65249074780191,0.414746781708834,0.343312560443937,0.303450755781919,0.23710367681291,0.196629560554623,0.164809341608607,0.148730966350985,0.612957481085153
"caun106.csv",8.06554907247464,25.7542266788628,31.7497522381657,18.4642377035547,6.43111391823068,2.99672979651631,1.55922593405828,1.31559351708323,1.02133821989014,0.543564845271265,0.36190157216145,0.267431206513242,0.231479529411497,0.204925543917982,1.03293022388226
"chtr000.csv",26.5590402663213,50.4671536201751,13.5468038423793,2.83377043476759,1.73550060350555,1.09473202943454,0.735922817683723,0.581587426954259,0.447995015045634,0.3047524474159,0.234596786519335,0.212577126529902,0.157413198857898,0.157757531953162,0.930396852456474
"dano000.csv",18.5653097807136,12.7660146721518,14.782754596061,25.48620843232,13.7381314247425,6.7437395729412,3.32008088541666,2.18876773894636,1.26848229454712,0.315590654602119,0.149191571535768,0.100570157438455,0.0831098341270917,0.0648666098171806,0.427181774638881
